@relation kaiwen_zhong-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric
@attribute 61 numeric
@attribute 62 numeric
@attribute 63 numeric
@attribute 64 numeric
@attribute 65 numeric
@attribute 66 numeric
@attribute 67 numeric
@attribute 68 numeric
@attribute 69 numeric
@attribute 70 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 73 numeric
@attribute 74 numeric
@attribute 75 numeric
@attribute 76 numeric
@attribute 77 numeric
@attribute 78 numeric
@attribute 79 numeric
@attribute 80 numeric
@attribute 81 numeric
@attribute 82 numeric
@attribute 83 numeric
@attribute 84 numeric
@attribute 85 numeric
@attribute 86 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 90 numeric
@attribute 91 numeric
@attribute 92 numeric
@attribute 93 numeric
@attribute 94 numeric
@attribute 95 numeric
@attribute 96 numeric
@attribute 97 numeric
@attribute 98 numeric
@attribute 99 numeric
@attribute 100 numeric
@attribute 101 numeric
@attribute 102 numeric
@attribute 103 numeric
@attribute 104 numeric
@attribute 105 numeric
@attribute 106 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 110 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 116 numeric
@attribute 117 numeric
@attribute 118 numeric
@attribute 119 numeric
@attribute 120 numeric
@attribute 121 numeric
@attribute 122 numeric
@attribute 123 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 129 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 132 numeric
@attribute 133 numeric
@attribute 134 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 137 numeric
@attribute 138 numeric
@attribute 139 numeric
@attribute 140 numeric
@attribute 141 numeric
@attribute 142 numeric
@attribute 143 numeric
@attribute 144 numeric
@attribute 145 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 149 numeric
@attribute 150 numeric
@attribute 151 numeric
@attribute 152 numeric
@attribute 153 numeric
@attribute 154 numeric
@attribute 155 numeric
@attribute 156 numeric
@attribute 157 numeric
@attribute 158 numeric
@attribute 159 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 162 numeric
@attribute 163 numeric
@attribute 164 numeric
@attribute 165 numeric
@attribute 166 numeric
@attribute 167 numeric
@attribute 168 numeric
@attribute 169 {1,2,3,4,5,}

@data
0.084277,0.019652,0.022718,0.050413,0.0806,0.020146,0.015816,0.039712,0.049669,0.0052024,0.0038968,0.0070045,0.052102,0.0068314,0.0025039,0.0056116,0.0077916,0.0043166,0.0078724,0.010959,0.0097444,0.0039091,0.0038366,0.0053801,0.0043001,0.0046532,0.0079957,0.02131,0.0029885,0.005923,0.0070899,0.020658,0.022516,0.0054796,0.0029528,0.01114,0.015765,0.0034827,0.0023853,0.0080624,0.02665,0.0016694,0.00033941,0.0021208,0.02297,0.0015081,0.00037737,0.0026361,0.017976,0.0025058,0.00048292,0.0014368,0.021214,0.0026287,0.00046915,0.0014856,0.0050165,0.0019928,0.0003617,0.0031158,0.0069091,0.0015261,0.00015393,0.0010589,0.0014317,0.00016548,0.0018447,0.0053895,0.0013734,0.00022455,0.00031716,0.0029795,0.0044794,0.00046207,0.00096575,0.0015081,0.0064672,0.00065505,0.0001671,0.00041865,0.00056313,0.00056512,0.0021087,0.0019388,0.0014515,0.0020395,0.0014903,0.0010712,0.0010521,0.0013039,0.0021483,0.0011059,0.001161,0.00083392,0.0011364,0.00080639,0.00029123,0.00085439,0.0035177,0.0013479,0.0003009,0.0013244,0.0022291,0.00053519,0.0011803,0.0020655,0.0013086,0.00016809,0.00078386,0.0010955,0.00029439,0.00012465,0.0013604,0.0018856,0.0011941,0.00045334,0.001191,0.002827,0.0022438,0.00069079,0.00060216,0.0017816,0.0017297,0.00077908,0.00034924,0.00086594,0.00083146,0.00090577,0.001512,0.0022552,0.000387,0.0001861,0.00066164,0.0018162,0.00077771,0.00041265,0.00058794,0.0002396,0.0034822,0.018499,0.00051182,0.00035655,0.0022233,0.015174,0.0011715,0.00046247,0.0020109,0.0021894,0.00050185,0.0016439,0.0023283,0.0046684,0.0091365,0.00023783,0.00022917,0.0041056,0.0051018,0.00026364,0.00021358,0.0028097,0.011266,0.001205,0.00060687,0.006069,0.0096522,0.00053683,0.00056259,0.0039343,5
0.093302,0.014106,0.017844,0.053342,0.084433,0.015631,0.01359,0.041086,0.052051,0.0029345,0.0027211,0.010472,0.056742,0.0042052,0.001667,0.0074023,0.013904,0.0032206,0.0040666,0.013727,0.015804,0.0027495,0.0028206,0.0087078,0.0063972,0.0048203,0.008364,0.023293,0.0048759,0.0060667,0.0072101,0.020874,0.020949,0.003131,0.0026919,0.00585,0.00701,0.0026097,0.0018921,0.0041019,0.028107,0.00096933,0.00022959,0.0033148,0.027493,0.0011197,0.00027578,0.0035972,0.018953,0.00102,0.00024491,0.0026491,0.021522,0.0008946,0.00023181,0.0021855,0.008871,0.00086348,0.00030485,0.002473,0.011178,0.00077769,0.00019359,0.0011354,0.0025918,0.00058298,0.0011805,0.0078236,0.0022804,0.00065489,0.00089804,0.0047929,0.0040327,0.00026777,0.001024,0.0023123,0.0055231,0.00058947,0.00026975,0.00063541,0.00095921,0.00067739,0.0012226,0.0021958,0.0022044,0.0016015,0.00088968,0.00098417,0.00093466,0.00043886,0.0015159,0.0010208,0.0014796,0.00065296,0.00046806,0.0010444,0.001507,0.0013353,0.0010653,0.00241,0.00086675,0.00066396,0.0012609,0.0017352,0.0021557,0.0027641,0.0016759,0.00034749,0.0017217,0.002855,0.00076262,0.00060438,0.0013228,0.0013003,0.0017836,0.00088833,0.00093483,0.001263,0.0019599,0.00068071,0.00064194,0.001093,0.00032461,0.00045804,0.00050586,0.00040705,0.00029423,0.00067929,0.0042005,0.0017286,0.0018757,0.0021625,0.0017559,0.0015836,0.0012635,0.00058164,0.0013562,0.00068305,0.0042112,0.019555,0.0015001,0.0013874,0.0038586,0.015066,0.0015625,7.2813e-05,0.00069331,0.0025024,0.00071929,0.00056124,0.00062897,0.0045228,0.0066797,6.8354e-05,5.157e-05,0.0006327,0.00055167,8.8402e-05,2.3355e-05,0.0010647,0.0094269,0.00024108,0.00044001,0.0025967,0.0041966,0.00053062,0.00031105,0.0017762,3
0.089152,0.015577,0.018928,0.053773,0.083736,0.016484,0.013497,0.042186,0.052052,0.0025111,0.0025486,0.0080052,0.052547,0.0037603,0.0014313,0.0060878,0.013675,0.0036526,0.0062324,0.0093188,0.017225,0.0037733,0.0035729,0.0064004,0.0066001,0.0051464,0.0076817,0.029155,0.0066697,0.0064187,0.0068446,0.025283,0.016824,0.0042663,0.0024656,0.0072939,0.0072936,0.0025321,0.0016487,0.0044143,0.028405,0.00084977,0.00021572,0.0023114,0.023881,0.0011262,0.00023864,0.0025227,0.016306,0.0010122,0.00024593,0.0023931,0.018566,0.00082293,0.00021446,0.0021398,0.0082522,0.001058,0.00019445,0.0018457,0.012015,0.00093964,9.6291e-05,0.00065898,0.0040493,0.00068685,0.0013616,0.0046094,0.003444,0.00090671,0.00049308,0.0040186,0.0059397,0.00030336,0.00034686,0.0014649,0.0080259,0.00042697,2.7362e-05,0.00053748,0.0014012,0.00034581,0.0017401,0.0018358,0.0020745,0.0013842,0.00095083,0.00088775,0.001007,0.0010913,0.0020007,0.0011375,0.001182,0.00074615,0.00087312,0.00090341,0.00036685,0.00081646,0.0026756,0.0017262,0.00058409,0.0011808,0.0021104,0.00081943,0.00028293,0.0011209,0.0013835,8.6588e-05,0.00011097,0.00028346,0.00030743,0.00011653,0.0023076,0.0029506,0.0016007,0.00057034,0.0017931,0.0040075,0.0022509,0.00064907,0.00051308,0.0018017,0.0016116,0.00080733,0.00027784,0.00069643,0.00066789,0.00068732,0.0029287,0.0016692,0.00045532,0.00027244,0.00081357,0.0012878,0.00064281,0.0004476,0.001135,0.00024389,0.0020027,0.019538,0.0012154,0.00028899,0.0022374,0.015635,0.0028745,0.00083103,0.0026947,0.00896,0.0035503,0.0018388,0.0020488,0.0088827,0.0063685,8.7342e-05,5.9588e-05,0.00341,0.0025137,7.1047e-05,5.0574e-05,0.0010531,0.007014,0.00070807,0.00033912,0.0028041,0.0036885,0.00047682,0.00028745,0.0022263,5
0.087796,0.014359,0.015976,0.058268,0.083904,0.01562,0.011718,0.045691,0.04665,0.0023514,0.0020292,0.0065899,0.046139,0.0034942,0.0010322,0.0054286,0.014621,0.0035289,0.0042652,0.0076816,0.017834,0.0038065,0.0025668,0.0046659,0.008274,0.0053094,0.0080499,0.034557,0.0093692,0.0063989,0.006994,0.030278,0.018252,0.0031697,0.001632,0.0094393,0.010561,0.0019208,0.0011252,0.0053189,0.024715,0.00081614,0.00013743,0.0018846,0.019912,0.00085909,0.00015485,0.0022349,0.015702,0.00084899,0.00019021,0.002054,0.01739,0.00086652,0.00012149,0.0019485,0.008281,0.0011146,0.00014217,0.0018854,0.011101,0.00089435,0.00013585,0.00075908,0.0053436,0.0007483,0.00087354,0.0036457,0.0049612,0.0012655,0.00043486,0.0028281,0.0051486,0.00025261,0.00058138,0.0012876,0.0068881,0.00036702,2.559e-05,0.00046387,0.0010846,0.00043369,0.0011202,0.0013637,0.0019489,0.0014015,0.00073029,0.0007814,0.00051726,0.00057252,0.0013291,0.00057896,0.00082451,0.00055538,0.00064971,0.00049413,0.00047896,0.0010934,0.0019204,0.0015715,0.00094717,0.0010913,0.0013464,0.00058457,0.00099014,0.0023861,0.0018227,0.00019804,0.00074683,0.0017223,0.00071884,0.00017743,0.0015081,0.0017368,0.0014769,0.00039313,0.0015571,0.0026355,0.0020069,0.00069731,0.00045494,0.00095656,0.00038573,0.0002766,0.00028812,0.00037123,0.00026702,0.00033276,0.003516,0.0016693,0.0006707,0.00027642,0.00047715,0.00095075,0.00045111,0.00055395,0.0013765,0.0004006,0.00301,0.023342,0.001549,0.00061953,0.0025643,0.019594,0.0043992,0.00078585,0.0017403,0.010624,0.0055164,0.0014215,0.001704,0.0098088,0.0079043,0.00017227,0.00024006,0.0045475,0.0047454,0.00015194,0.00018326,0.0021676,0.0063763,0.00037161,0.00033555,0.0043387,0.0050508,0.00044685,0.00022377,0.0022646,1
0.098727,0.016852,0.020925,0.042287,0.088505,0.018709,0.014373,0.032956,0.060064,0.0039396,0.0034006,0.0073008,0.062752,0.0056404,0.0025797,0.0052897,0.01217,0.0042352,0.0078855,0.010981,0.014767,0.0040578,0.0037365,0.0054985,0.0050521,0.0042584,0.0072785,0.019079,0.0037084,0.0061824,0.0061858,0.017248,0.021441,0.0044184,0.0023603,0.0049268,0.0072788,0.0028285,0.0018706,0.0049199,0.033731,0.0011651,0.00030042,0.0027046,0.029057,0.0013703,0.00020688,0.0028005,0.020331,0.0013746,0.00028571,0.001891,0.024053,0.0015954,0.00039065,0.0015464,0.0071559,0.0016773,0.00025973,0.0034507,0.0091336,0.0012002,0.00022182,0.0011482,0.0034572,0.00054118,0.0020035,0.0048091,0.0038335,0.00089456,0.00059741,0.0027093,0.0053781,0.00047775,0.0005435,0.0012727,0.0085258,0.00062993,2.5627e-05,0.00025415,0.00062375,0.00092216,0.002271,0.0014325,0.0011157,0.0020449,0.0019565,0.00068864,0.0012353,0.0011287,0.0019976,0.00094191,0.0011073,0.00057862,0.00082105,0.00082927,0.00032178,0.00088806,0.0036246,0.0017791,0.00069221,0.0013844,0.0020963,0.00081175,0.00042104,0.00096953,0.0011248,5.8782e-05,9.4144e-05,0.00011276,8.6193e-05,9.997e-05,0.0023094,0.002785,0.0018084,0.00056758,0.0016971,0.0041866,0.0021421,0.00085921,0.00044453,0.0019959,0.0014639,0.00070168,0.0003283,0.00071004,0.00078333,0.00083589,0.0030739,0.0013892,0.0004888,0.00019208,0.00090398,0.0013962,0.00067407,0.00082659,0.00099044,0.00018089,0.002179,0.015562,0.00092144,0.00029152,0.0020476,0.011738,0.0013312,0.00032305,0.0021663,0.0028905,0.00099565,0.0015915,0.0019098,0.004551,0.0078883,2.3773e-05,3.1138e-05,0.00065941,0.00060613,2.3529e-05,1.3096e-05,0.0005391,0.010034,0.0010096,0.0003765,0.0033736,0.0054404,0.00069872,0.00040008,0.0027184,5
0.093038,0.018651,0.023506,0.045028,0.076832,0.020966,0.01718,0.038132,0.055431,0.0045443,0.0040904,0.0078705,0.053684,0.0061062,0.0028723,0.0075669,0.01241,0.0058018,0.0080346,0.014694,0.013667,0.0049136,0.0059054,0.008436,0.0043359,0.0041056,0.0080591,0.018936,0.0037658,0.0060058,0.0065971,0.018019,0.020861,0.0041988,0.0033221,0.0035267,0.0057152,0.0039405,0.0018053,0.0041102,0.030039,0.0015098,0.00041521,0.0028445,0.022635,0.0016659,0.00032653,0.0027641,0.019626,0.0017807,0.0003966,0.0020979,0.02163,0.0016863,0.00046709,0.0036786,0.0074386,0.0018252,0.00031977,0.0036815,0.0079591,0.0012584,0.0002308,0.0021343,0.0031613,0.00087145,0.0016589,0.0056116,0.0037393,0.0014694,0.0011203,0.0037229,0.0052482,0.00066087,0.0012809,0.0014042,0.0081261,0.00082268,0.0001695,0.00037885,0.00051709,0.00059302,0.0019977,0.0015239,0.0012929,0.0019314,0.0019092,0.00074538,0.0010164,0.0013613,0.0027225,0.00089835,0.00098742,0.00060247,0.0009052,0.00073205,0.00079364,0.0017438,0.0033334,0.004503,0.00098115,0.0015834,0.0036491,0.0018467,0.00074132,0.0015259,0.0015713,0.00013725,0.00033544,0.00056121,0.00020453,0.00013245,0.0015022,0.0019297,0.0015065,0.00048779,0.0013646,0.0033813,0.0021281,0.00091126,0.00067211,0.0018073,0.0015073,0.00072037,0.00042726,0.00062338,0.00070089,0.00094709,0.0055272,0.0019051,0.0014755,0.00038097,0.0019952,0.0029099,0.00081222,0.00061232,0.00095088,0.0002284,0.0027018,0.01525,0.0010627,0.00035308,0.0019933,0.01223,0.0011415,0.00042157,0.0022794,0.0030607,0.0010031,0.0017103,0.0022712,0.0047455,0.0073877,3.3357e-05,2.3597e-05,0.00061539,0.00056279,2.5764e-05,1.1643e-05,0.00089059,0.0072744,0.00045307,0.00031571,0.00181,0.0027299,0.00038147,0.00028054,0.0016602,5
0.081739,0.016609,0.024736,0.064687,0.063828,0.017701,0.017852,0.04618,0.039606,0.0049517,0.006685,0.0099135,0.041408,0.0072822,0.003543,0.0073413,0.0080888,0.0038391,0.0054406,0.015303,0.0071001,0.0024652,0.0041668,0.0081891,0.0072007,0.0045197,0.01002,0.03244,0.0062679,0.0052959,0.0084613,0.025922,0.026844,0.0032986,0.0025907,0.0070303,0.0090525,0.0026578,0.0016813,0.004728,0.02455,0.0017763,0.00075901,0.0036989,0.018493,0.0020502,0.00052113,0.0037348,0.01295,0.0017212,0.00044105,0.001857,0.016234,0.0017365,0.00047119,0.0011781,0.0017057,0.00052447,0.00028617,0.003778,0.0020882,0.00017617,1.2076e-05,6.3197e-05,0.002951,0.00049651,0.0012177,0.0066504,0.0024103,0.00077237,0.00092561,0.0046349,0.0011597,0.0004077,0.0034194,0.0022359,0.0048481,0.0010821,0.0014052,0.00081332,0.00094568,0.0010464,0.0020656,0.0021217,0.0018333,0.0024134,0.0011454,0.001615,0.0010974,0.00062187,0.0017179,0.0010604,0.0010975,0.00064086,0.00087302,0.0011078,0.0023346,0.0021962,0.0022189,0.003814,0.0015042,0.00087581,0.0023561,0.0023832,0.0016134,0.001893,0.0014998,0.00023587,0.00096176,0.0016328,0.00063688,0.00060599,0.0012003,0.002122,0.0020101,0.0011098,0.0012488,0.0018312,0.0026596,0.0010026,0.0010753,0.0013444,0.00034261,0.0006979,0.00082747,0.00053013,0.00037629,0.00090891,0.0066424,0.0017071,0.0020373,0.0021374,0.002255,0.0018579,0.0010943,0.0011655,0.0016582,0.00044927,0.0051868,0.02458,0.0016962,0.0012503,0.0044228,0.016442,0.0027288,5.5462e-05,0.0013231,0.0065142,0.0023611,0.00058159,0.00074212,0.0078714,0.010553,6.6092e-05,3.4045e-05,0.0012997,0.0011006,9.7322e-06,2.8436e-05,0.0014183,0.0085736,0.00018099,0.00017675,0.0028952,0.0048694,0.00026007,0.00018231,0.0012353,3
0.082482,0.015396,0.017993,0.060097,0.080384,0.015659,0.013116,0.048207,0.043119,0.0035514,0.0036127,0.0068522,0.043284,0.0051943,0.0022102,0.0051306,0.012216,0.0046656,0.0055059,0.0094842,0.01549,0.003988,0.0034763,0.006259,0.0066748,0.0037989,0.0072354,0.031016,0.0063666,0.0046765,0.0061515,0.029066,0.020472,0.0033797,0.0016389,0.012744,0.015244,0.0018004,0.0012781,0.0077506,0.025171,0.00099168,0.00023317,0.0024779,0.019026,0.0012447,0.00018976,0.0022747,0.01391,0.0011471,0.00020657,0.0016617,0.016823,0.0011033,0.00031245,0.0014798,0.0042643,0.00094878,0.00014159,0.0022711,0.0051614,0.00052615,8.3874e-05,0.0010538,0.0065293,0.0014792,0.0012024,0.0048178,0.0082116,0.0018351,0.00098025,0.0034472,0.0034193,0.00062462,0.0015969,0.0012744,0.0059995,0.00074662,0.00035456,0.00030564,0.00061855,0.00078796,0.0015761,0.0014383,0.0014349,0.0020997,0.0013535,0.0010704,0.00064706,0.00093106,0.0014033,0.00050447,0.00073901,0.00058065,0.00078608,0.00077103,0.00077496,0.0013065,0.0027586,0.0018908,0.0013777,0.0010461,0.0016261,0.00098693,0.0010839,0.0017586,0.0015857,0.00023208,0.00062327,0.0011251,0.0005399,0.00024988,0.00099051,0.0014361,0.0014744,0.00053131,0.0012163,0.0021871,0.0020201,0.00084559,0.00044076,0.00097443,0.00031224,0.00037118,0.00037418,0.00040659,0.00032932,0.0004876,0.0035789,0.0019694,0.0008038,0.00027424,0.00071612,0.00090869,0.00055437,0.00085751,0.00073942,0.00017335,0.0029496,0.019851,0.00082385,0.00029467,0.0019892,0.01713,0.0038609,0.00043097,0.0012257,0.010402,0.0037032,0.0010696,0.0016023,0.010841,0.0089567,9.066e-05,0.00030887,0.0061345,0.0060004,0.0001788,0.00012923,0.0025901,0.0074957,0.00034527,0.00021395,0.0059644,0.0081534,0.00030636,0.00026521,0.0038154,1
0.07851,0.015472,0.024103,0.060846,0.070111,0.017942,0.018113,0.048236,0.040804,0.0029787,0.0044377,0.007213,0.037709,0.0052399,0.0030329,0.0067,0.013422,0.0048989,0.0085459,0.011955,0.015095,0.0040659,0.0061076,0.0083577,0.0043194,0.0034087,0.0079568,0.030391,0.0048007,0.0049065,0.007066,0.026741,0.019965,0.0041858,0.003163,0.011287,0.012506,0.0037299,0.001906,0.0064368,0.02113,0.00091785,0.00029166,0.0022341,0.014756,0.0010331,0.00022277,0.0022322,0.015961,0.0011461,0.00030144,0.0019791,0.01528,0.0011886,0.00038266,0.0032705,0.0052121,0.0011025,0.00022474,0.002213,0.0058777,0.00088246,0.00016775,0.0021542,0.0065215,0.0010806,0.0017079,0.0053783,0.007218,0.0011139,0.00091,0.0042249,0.003382,0.000451,0.00072497,0.0010436,0.0064699,0.00086528,4.6418e-05,0.00020804,0.00033094,0.00046371,0.0031196,0.0019562,0.0012035,0.0021529,0.0023811,0.00098935,0.00087578,0.0016239,0.0030001,0.00097652,0.0010012,0.00079966,0.001009,0.00058936,0.00081265,0.001092,0.0036131,0.003387,0.00099847,0.0012699,0.0040208,0.0013893,0.0001795,0.00068551,0.0014386,8.3798e-05,1.5188e-05,4.6155e-05,0.00027861,0.00013611,0.0014675,0.0021892,0.0017264,0.00043698,0.00098831,0.0031952,0.0025208,0.00094143,0.00065696,0.0022599,0.0016913,0.00065114,0.00049931,0.00084505,0.0008135,0.0010032,0.0048275,0.0013207,0.0008908,0.00037915,0.0014055,0.0024631,0.00065271,0.00062655,0.00080636,8.3082e-05,0.0017981,0.020192,0.00079584,0.00025298,0.0017005,0.01618,0.0018661,0.00045095,0.0029938,0.0096777,0.0030014,0.0014122,0.0025661,0.0094843,0.0074301,0.00020732,0.00037921,0.0048119,0.0043038,0.00024251,0.00019565,0.0022619,0.0070502,0.00039777,0.0002017,0.0054452,0.0062973,0.00017927,0.00024415,0.0025451,5
0.092398,0.023081,0.026458,0.038286,0.075486,0.023206,0.016733,0.037685,0.048731,0.0067194,0.0065385,0.0078943,0.052035,0.0079597,0.0039572,0.0069902,0.017112,0.0065557,0.0091315,0.020968,0.017628,0.0067086,0.0051838,0.015382,0.0054235,0.0049983,0.0081634,0.0067698,0.0021614,0.0060845,0.005915,0.012404,0.021132,0.0048076,0.002625,0.0026544,0.0036612,0.0024536,0.0016767,0.0029092,0.03071,0.0010569,0.00045481,0.0030449,0.022123,0.0014821,0.00028352,0.0035877,0.015922,0.0018715,0.0002681,0.0017202,0.023461,0.0018531,0.00056836,0.0016358,0.0037596,0.0006393,0.00045636,0.0075193,0.0048097,0.00049596,0.00044262,0.0033475,0.011115,0.0022016,0.0021901,0.010726,0.0093578,0.0028308,0.0019527,0.009574,0.0011765,0.0018549,0.0043522,0.0014919,0.0048144,0.0016551,0.001459,0.00031316,0.00092138,0.0019361,0.0014634,0.0016373,0.0016367,0.0029694,0.0016463,0.0014535,0.00089252,0.0013715,0.0023127,0.00053386,0.0012642,0.0010964,0.00095041,0.0011058,0.0013447,0.0023433,0.0041723,0.0021885,0.0021965,0.0022854,0.0018381,0.0013546,0.0010629,0.0031815,0.0015266,0.00020155,0.00048554,0.0021716,0.00057436,0.00038855,0.00097773,0.0012756,0.0019451,0.00067052,0.001054,0.0017505,0.0018959,0.00079511,0.00052225,0.00184,0.00090133,0.00058853,0.00050024,0.00056092,0.00041898,0.00059965,0.0034222,0.0024157,0.0015893,0.00052927,0.0010845,0.0016887,0.0011544,0.0012223,0.00066191,0.0003162,0.0036591,0.0056297,0.00045737,0.0015216,0.002779,0.0062722,0.002721,0.00022501,0.0010327,0.00026804,0.00016444,0.00064077,0.00066569,0.0049478,0.0097753,6.2269e-05,3.0035e-05,0.0005281,0.00079056,4.0918e-05,1.5189e-05,0.00036837,0.0074119,0.00048963,0.00010428,0.0010085,0.0012859,0.00016306,8.8215e-05,0.00071883,2
